empty,source,author_year,col_no_need1,np,erm_id,material_type,col_no_need2,material_type_name,mie_described_in_paper,col_no_need3,ke_id,col_no_need4,related_ke_id,primary_size_descriptor,primary_size,col_no_need6,primary_size_qualifier,primary_size_unit,normalized_primary_size,primary_size_method,primary_size_instrument,col_no_need7,col_no_need8,bundle_diameter,col_no_need9,bundle_diameter_qualifier,bundle_diameter_unit,normalized_bundle_diameter,bundle_diameter_method,diameter,col_no_need10,diameter_qualifier,diameter_unit,normalized_diameter,diameter_method,diameter_instrument,hydrodynamic_diameter,col_no_need11,hydrodynamic_diameter_qualifier,hydrodynamic_diameter_unit,normalized_hydrodynamic_diameter,hydrodynamic_diameter_medium,hydrodynamic_diameter_method,hydrodynamic_diameter_instrument,surface_area,col_no_need13,surface_area_qualifier,surface_area_unit,normalized_surface_area,surface_area_method,shape,shape_method,zeta_potential,col_no_need17,zeta_potential_qualifier,zeta_potential_unit,normalized_zeta_potential,zeta_potential_medium,zeta_potential_instrument,col_no_need18,col_no_need19,col_no_need20,col_no_need21,col_no_need22,col_no_need23,col_no_need24,col_no_need25,col_no_need26,col_no_need27,col_no_need28,col_no_need29,col_no_need30,col_no_need31,col_no_need32,col_no_need33,col_no_need34,col_no_need35,col_no_need36,col_no_need37,col_no_need38,col_no_need39,col_no_need40,col_no_need41,col_no_need42,col_no_need43,col_no_need44,col_no_need45,col_no_need46,ref_title,ref_year,ref_journal,ref_doi,ref_author1_last_name,ref_author1_first_name,ref_author2_last_name,ref_author2_first_name,ref_author3_last_name,ref_author3_first_name,ref_author_other,row_id
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1592,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,536
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1364,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,537
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,257,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,538
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1115,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,539
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,249,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,540
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1278,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,541
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1753,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,542
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1592,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,543
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,1364,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,544
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,257,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,545
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,1115,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,546
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,249,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,547
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,1278,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,548
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,1753,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,549
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,257,,1592,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,550
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1461,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,551
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1551,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,552
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1194,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,553
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1766,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,554
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1635,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,555
,16,Thai_2019,Yes,6 TiO2 NP H (rutile),https://nanocommons.github.io/identifiers/registry#ERM00000307,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,DNA damage,,1194,,1669,,214,,,nm,214,TEM,,,,,,,,,,,,,,,,,189.87,SD,21.11,nm,189.87,,DLS,,11.6,,,m2/g,11.6,BET,,,-10.12,SD,1.17,mV,-10.12,,ELS,,,,,,,,,,,,98.7,%,ICP-MS,,,,,,,,,,,,,,rutile,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,556
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,interference with signalling molecules,,NA,,NA,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,557
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1364,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,558
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,257,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,559
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1115,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,560
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,249,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,561
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1278,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,562
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1753,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,563
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1753,,1592,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,564
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1364,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,565
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,257,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,566
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1115,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,567
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,249,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,568
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1278,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,569
,16,Thai_2019,Yes,6 TiO2 NP I (anatase),https://nanocommons.github.io/identifiers/registry#ERM00000107,http://purl.bioontology.org/ontology/npo#NPO_1486,Yes,titanium dioxide nanoparticle,ROS production,,1592,,1753,,142,,,nm,142,TEM,,,,,,,,,,,,,,,,,483.27,SD,67.46,nm,483.27,,DLS,,6.99,,,m2/g,6.99,BET,,,-9.64,SD,0.91,mV,-9.64,,ELS,,,,,,,,,,,,99.9,%,ICP-MS,,,,,,,,,,,,,,anatase,XRD,Differential Effects of Nano TiO2‚ and CeO2‚ on Normal Human Lung Epithelial Cells In Vitro,2019,J Nanosci Nanotechnol,10.1166/jnn.2019.16737,Thai,S.-F.,Jones,C. P.,Nelson,G. B.,et al.,570
